Epoch, start pdb, namestart rmsd, refine rmsd 
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/7yag_C/ranked_unrelax_0.pdb'], 3.9402, 3.9365
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8bf4_D/ranked_unrelax_0.pdb'], 1.0879, 1.0865
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/7yit_D/ranked_unrelax_0.pdb'], 1.4502, 1.4480
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8bf4_E/ranked_unrelax_0.pdb'], 1.6009, 1.6001
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/7yzw_A/ranked_unrelax_0.pdb'], 0.8182, 0.8178
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8bpk_B/ranked_unrelax_0.pdb'], 1.3923, 1.3891
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8c3l_B/ranked_unrelax_0.pdb'], 7.2953, 7.2944
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/7zmn_C/ranked_unrelax_0.pdb'], 0.8967, 0.8951
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8c3v_K/ranked_unrelax_0.pdb'], 1.1514, 1.1483
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/7zmo_K/ranked_unrelax_0.pdb'], 0.8698, 0.8697
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8cxr_G/ranked_unrelax_0.pdb'], 1.4680, 1.4646
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/7zmp_C/ranked_unrelax_0.pdb'], 0.8737, 0.8730
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8dam_B/ranked_unrelax_0.pdb'], 0.5983, 0.5981
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/7zmq_K/ranked_unrelax_0.pdb'], 0.6354, 0.6350
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8dfl_E/ranked_unrelax_0.pdb'], 1.4596, 1.4581
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8di5_H/ranked_unrelax_0.pdb'], 1.3299, 1.3274
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/7zms_K/ranked_unrelax_0.pdb'], 0.8630, 0.8627
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8dly_H/ranked_unrelax_0.pdb'], 1.0752, 1.0749
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8dm0_H/ranked_unrelax_0.pdb'], 1.1303, 1.1301
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/7zmv_G/ranked_unrelax_0.pdb'], 0.7701, 0.7691
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/7zqt_F/ranked_unrelax_0.pdb'], 0.9799, 0.9788
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8dqu_A/ranked_unrelax_0.pdb'], 1.1143, 1.1127
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8a67_H/ranked_unrelax_0.pdb'], 0.8811, 0.8787
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8dtn_A/ranked_unrelax_0.pdb'], 1.5291, 1.5252
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8av2_C/ranked_unrelax_0.pdb'], 1.2932, 1.2910
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8dtu_A/ranked_unrelax_0.pdb'], 3.0577, 3.0559
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8e0e_B/ranked_unrelax_0.pdb'], 0.9169, 0.9150
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8bb7_D/ranked_unrelax_0.pdb'], 1.6556, 1.6537
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8emz_B/ranked_unrelax_0.pdb'], 0.9605, 0.9579
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8bf4_D/ranked_unrelax_0.pdb'], 1.0879, 1.0865
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8en0_D/ranked_unrelax_0.pdb'], 2.2066, 2.2034
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8bf4_E/ranked_unrelax_0.pdb'], 1.6009, 1.6001
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8en2_C/ranked_unrelax_0.pdb'], 1.2279, 1.2250
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8bpk_B/ranked_unrelax_0.pdb'], 1.3923, 1.3891
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8en3_C/ranked_unrelax_0.pdb'], 1.4169, 1.4137
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8c3l_B/ranked_unrelax_0.pdb'], 7.2953, 7.2944
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8ew6_V/ranked_unrelax_0.pdb'], 1.3641, 1.3604
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8c3v_K/ranked_unrelax_0.pdb'], 1.1514, 1.1483
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8flq_N/ranked_unrelax_0.pdb'], 0.8207, 0.8160
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8cxr_G/ranked_unrelax_0.pdb'], 1.4680, 1.4646
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8gni_C/ranked_unrelax_0.pdb'], 0.9282, 0.9273
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8dam_B/ranked_unrelax_0.pdb'], 0.5983, 0.5981
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8gq5_o/ranked_unrelax_0.pdb'], 0.8914, 0.8907
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8dfl_E/ranked_unrelax_0.pdb'], 1.4596, 1.4581
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8h3x_A/ranked_unrelax_0.pdb'], 1.4670, 1.4662
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8di5_H/ranked_unrelax_0.pdb'], 1.3299, 1.3274
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8h3y_E/ranked_unrelax_0.pdb'], 0.9425, 0.9394
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8dly_H/ranked_unrelax_0.pdb'], 1.0752, 1.0749
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8ont_B/ranked_unrelax_0.pdb'], 1.5498, 1.5431
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8dm0_H/ranked_unrelax_0.pdb'], 1.1303, 1.1301
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8op0_A/ranked_unrelax_0.pdb'], 1.5894, 1.5877
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8dqu_A/ranked_unrelax_0.pdb'], 1.1143, 1.1127
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8sbb_B/ranked_unrelax_0.pdb'], 3.5641, 3.5601
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8dtn_A/ranked_unrelax_0.pdb'], 1.5291, 1.5252
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7b2m_D/ranked_unrelax_0.pdb'], 0.9696, 0.9660
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8dtu_A/ranked_unrelax_0.pdb'], 3.0577, 3.0559
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7b2p_D/ranked_unrelax_0.pdb'], 1.6902, 1.6879
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8e0e_B/ranked_unrelax_0.pdb'], 0.9169, 0.9150
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7b2q_D/ranked_unrelax_0.pdb'], 1.2217, 1.2172
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8emz_B/ranked_unrelax_0.pdb'], 0.9605, 0.9579
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7b5g_B/ranked_unrelax_0.pdb'], 1.7686, 1.7656
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8en0_D/ranked_unrelax_0.pdb'], 2.2066, 2.2034
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7ndf_C/ranked_unrelax_0.pdb'], 0.5796, 0.5746
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8en2_C/ranked_unrelax_0.pdb'], 1.2279, 1.2250
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7om4_B/ranked_unrelax_0.pdb'], 1.0085, 1.0064
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8en3_C/ranked_unrelax_0.pdb'], 1.4169, 1.4137
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7omm_D/ranked_unrelax_0.pdb'], 2.4376, 2.4306
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8ew6_V/ranked_unrelax_0.pdb'], 1.3641, 1.3604
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7p2d_C/ranked_unrelax_0.pdb'], 1.1242, 1.1198
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8flq_N/ranked_unrelax_0.pdb'], 0.8207, 0.8160
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7pa5_B/ranked_unrelax_0.pdb'], 2.7878, 2.7865
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8gni_C/ranked_unrelax_0.pdb'], 0.9282, 0.9273
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8gq5_o/ranked_unrelax_0.pdb'], 0.8914, 0.8907
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7pqg_B/ranked_unrelax_0.pdb'], 1.2956, 1.2901
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8h3x_A/ranked_unrelax_0.pdb'], 1.4670, 1.4662
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7qbd_E/ranked_unrelax_0.pdb'], 1.8723, 1.8639
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8h3y_E/ranked_unrelax_0.pdb'], 0.9425, 0.9394
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7qbf_B/ranked_unrelax_0.pdb'], 2.6165, 2.6131
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8ont_B/ranked_unrelax_0.pdb'], 1.5498, 1.5431
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7qe5_B/ranked_unrelax_0.pdb'], 2.7336, 2.7322
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8op0_A/ranked_unrelax_0.pdb'], 1.5894, 1.5877
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7qiv_C/ranked_unrelax_0.pdb'], 1.1415, 1.1394
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/328_evo8_amr/8sbb_B/ranked_unrelax_0.pdb'], 3.5641, 3.5601
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7r73_A/ranked_unrelax_0.pdb'], 2.0494, 2.0443
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7b2m_D/ranked_unrelax_0.pdb'], 0.9696, 0.9660
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7r74_D/ranked_unrelax_0.pdb'], 0.8797, 0.8792
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7b2p_D/ranked_unrelax_0.pdb'], 1.6902, 1.6879
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7rby_B/ranked_unrelax_0.pdb'], 0.6780, 0.6735
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7b2q_D/ranked_unrelax_0.pdb'], 1.2217, 1.2172
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7ri1_B/ranked_unrelax_0.pdb'], 0.7893, 0.7861
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7b5g_B/ranked_unrelax_0.pdb'], 1.7686, 1.7656
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7ri2_B/ranked_unrelax_0.pdb'], 2.0357, 2.0307
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7ndf_C/ranked_unrelax_0.pdb'], 0.5796, 0.5746
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7om4_B/ranked_unrelax_0.pdb'], 1.0085, 1.0064
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7saj_B/ranked_unrelax_0.pdb'], 0.8564, 0.8532
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7omm_D/ranked_unrelax_0.pdb'], 2.4376, 2.4306
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7sal_C/ranked_unrelax_0.pdb'], 1.5005, 1.4947
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7p2d_C/ranked_unrelax_0.pdb'], 1.1242, 1.1198
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7sqp_D/ranked_unrelax_0.pdb'], 1.1619, 1.1568
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7pa5_B/ranked_unrelax_0.pdb'], 2.7878, 2.7865
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7sr0_D/ranked_unrelax_0.pdb'], 1.1387, 1.1338
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7pqg_B/ranked_unrelax_0.pdb'], 1.2956, 1.2901
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7sr3_D/ranked_unrelax_0.pdb'], 1.1742, 1.1698
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7qbd_E/ranked_unrelax_0.pdb'], 1.8723, 1.8639
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7sr5_B/ranked_unrelax_0.pdb'], 1.0921, 1.0875
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7qbf_B/ranked_unrelax_0.pdb'], 2.6165, 2.6131
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7srk_D/ranked_unrelax_0.pdb'], 1.0646, 1.0596
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7qe5_B/ranked_unrelax_0.pdb'], 2.7336, 2.7322
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7th2_C/ranked_unrelax_0.pdb'], 1.0615, 1.0580
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7qiv_C/ranked_unrelax_0.pdb'], 1.1415, 1.1394
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7th3_B/ranked_unrelax_0.pdb'], 1.5734, 1.5682
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7r73_A/ranked_unrelax_0.pdb'], 2.0494, 2.0443
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7tmw_N/ranked_unrelax_0.pdb'], 0.7763, 0.7728
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7r74_D/ranked_unrelax_0.pdb'], 0.8797, 0.8792
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7ubx_D/ranked_unrelax_0.pdb'], 3.2481, 3.2456
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7rby_B/ranked_unrelax_0.pdb'], 0.6780, 0.6735
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7uia_E/ranked_unrelax_0.pdb'], 1.9745, 1.9703
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7ri1_B/ranked_unrelax_0.pdb'], 0.7893, 0.7861
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7uib_E/ranked_unrelax_0.pdb'], 1.9660, 1.9612
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7ri2_B/ranked_unrelax_0.pdb'], 2.0357, 2.0307
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7saj_B/ranked_unrelax_0.pdb'], 0.8564, 0.8532
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7ust_B/ranked_unrelax_0.pdb'], 1.4592, 1.4565
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7sal_C/ranked_unrelax_0.pdb'], 1.5005, 1.4947
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7usv_D/ranked_unrelax_0.pdb'], 1.1716, 1.1677
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7sqp_D/ranked_unrelax_0.pdb'], 1.1619, 1.1568
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7w1s_B/ranked_unrelax_0.pdb'], 1.0756, 1.0709
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7sr0_D/ranked_unrelax_0.pdb'], 1.1387, 1.1338
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7wki_B/ranked_unrelax_0.pdb'], 1.7886, 1.7841
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7sr3_D/ranked_unrelax_0.pdb'], 1.1742, 1.1698
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7wn1_C/ranked_unrelax_0.pdb'], 1.1608, 1.1593
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7sr5_B/ranked_unrelax_0.pdb'], 1.0921, 1.0875
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7x4i_F/ranked_unrelax_0.pdb'], 1.3884, 1.3868
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7srk_D/ranked_unrelax_0.pdb'], 1.0646, 1.0596
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7xld_B/ranked_unrelax_0.pdb'], 1.4527, 1.4497
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7th2_C/ranked_unrelax_0.pdb'], 1.0615, 1.0580
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7xli_B/ranked_unrelax_0.pdb'], 1.4125, 1.4093
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7th3_B/ranked_unrelax_0.pdb'], 1.5734, 1.5682
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7y9t_D/ranked_unrelax_0.pdb'], 1.8898, 1.8866
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7tmw_N/ranked_unrelax_0.pdb'], 0.7763, 0.7728
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7yag_C/ranked_unrelax_0.pdb'], 3.8092, 3.8058
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7ubx_D/ranked_unrelax_0.pdb'], 3.2481, 3.2456
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7yit_D/ranked_unrelax_0.pdb'], 1.1468, 1.1431
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7uia_E/ranked_unrelax_0.pdb'], 1.9745, 1.9703
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7yzw_A/ranked_unrelax_0.pdb'], 0.7337, 0.7319
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7uib_E/ranked_unrelax_0.pdb'], 1.9660, 1.9612
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7zlg_K/ranked_unrelax_0.pdb'], 1.4833, 1.4825
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7zmn_C/ranked_unrelax_0.pdb'], 0.9184, 0.9168
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7ust_B/ranked_unrelax_0.pdb'], 1.4592, 1.4565
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7zmo_K/ranked_unrelax_0.pdb'], 0.8328, 0.8311
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7usv_D/ranked_unrelax_0.pdb'], 1.1716, 1.1677
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7zmp_C/ranked_unrelax_0.pdb'], 0.8845, 0.8825
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7w1s_B/ranked_unrelax_0.pdb'], 1.0756, 1.0709
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7zmq_K/ranked_unrelax_0.pdb'], 0.4968, 0.4947
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7wki_B/ranked_unrelax_0.pdb'], 1.7886, 1.7841
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7zmr_K/ranked_unrelax_0.pdb'], 0.5544, 0.5520
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7wn1_C/ranked_unrelax_0.pdb'], 1.1608, 1.1593
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7zms_K/ranked_unrelax_0.pdb'], 0.8541, 0.8528
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7x4i_F/ranked_unrelax_0.pdb'], 1.3884, 1.3868
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7zmt_C/ranked_unrelax_0.pdb'], 0.7373, 0.7369
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7xld_B/ranked_unrelax_0.pdb'], 1.4527, 1.4497
0, ['/pfs_beijing/luoyujie/xtrimoabfold/output/0320_absolute_numbering_resnet_with_dropout0p2_lr_5e_4/7zmv_G/ranked_unrelax_0.pdb'], 0.7254, 0.7236
